qid,intent,product,question,answer
143,function,P1,商米P1商米设备上的用户反馈有什么用,为了更好更及时的收集客户反馈及解决客户疑问、同时不断吸取建议优化商米设备，故商米在旗下设备上专门设立“用户反馈”功能，凡商米用户，只需注册商米账号，即可随时将设备的使用疑问、体会、建议、心得等填写上传，我们会每日查看用户所提交的内容并做相应回答。
144,function,P1,商米P1商米设备上的耗材商城有什么用,商米设备用户可在设备“耗材商城”内购买商米相应耗材，如打印纸等，后续商米商城内的产品会越来越丰富，敬请期待。
145,function,P1,商米P1应用市场中找不到要下载的APP如何安装第三方APP,"首先，请查看机具是哪个渠道商出货的机具，步骤：点击 应用市场，选择“我的”，在页面下方的“服务商”所属名称。
如果标记名称是“SUNMI”代表是属于商米直接销售或代理商出货的机具，使用者可以从商米应用市场下载公共池内现有的应用。至于应用市场没有的应用，也支持自行安装：通过浏览器在网页搜索下载安装APK；或者在电脑使用豌豆荚或360手机助手下载APK。
如果“服务商”显示渠道商名称，则代表您的机具属于渠道定制机；渠道商为了保证其生态权利（提供独有的解决方案、专利或福利），我们将应用市场的控制权交给他们，他们可以调整该渠道出货机具的应用市场有哪些应用程序。销售人员一般都会讲清其销售设备的业务能力范围，而使用者购买前也建议向销售防确认是否能够满足自己的业务管理需求哦。
如果渠道应用市场缺少您需要使用的应用，您可以向渠道商反馈，争取应用程序的上架。"
146,function,P1,商米P1下载第三方APP更新后点进去提示出于安全考虑设备已设置为禁止安装来源不明的应用但是在设置安全的未知来源选项是灰色的不能打开怎么处理,根据银联规范要求，金融机具P1只允许通过商米应用市场下载安装/更新经过审核的应用，如有需要可以将应用上传到商米应用市场后下载。P1不允许在APP内直接更新，也不允许在第三方应用市场下载安装。
147,function,P1,商米P1系统更新会自动下载吗会不会影响到日常工作,为了不影响商户日常工作，系统更新不会自动下载更新和安装。您可以在设备首页的“系统更新”中升级更新设备系统。
148,function,P1,商米P1关闭系统及应用在3G4G状态下自动更新,"关闭系统自动更新：默认在移动网络状态下不会自动进行系统更新。
关闭自动下载应用：打开应用市场->我的->开启“省流量模式”。"
149,function,P1,商米P1在P1使用高峰期的时候为什么系统一直提示需要重启,"银联规定金融交易相关设备需要24小时内重启自检，目前商米P1设备的设计是第20小时提示自动重启，之后每隔一小时会提示一次，到第24小时自动重启；  
建议您在非繁忙时期定期重启机具。可以点击 设置->定时开关机，根据自己情况设置P1设备自动开关机时间，错开提示时间；如凌晨3点重启，这样的话第一次提醒重启是在23点，错开设备使用高峰期。"
150,function,P1,商米P1如何恢复出厂设置,点击 设置->其他设置->备份和重置->恢复出厂设置。（注意：恢复出厂设置将会清除机器所有数据，请谨慎操作）
151,function,P1,商米P1设置了PIN码锁屏但是忘记锁屏密码怎么处理,忘记密码需要重新刷机，请联系经销商处理。
152,function,P1,商米P1系统安全模式是什么,安全模式是安卓系统的一个特殊模式，它的原理与Windows 的安全模式相似。如果安卓系统出现类似软件，例如应用程序引发的死机、重启或电池很快耗尽，此时可进入安全模式来检查问题是否为应用程序所造成。在安全模式中，系统不会加载非预装应用程序，仅会就自身的系统来进行正常启动。这样用户便能进行系统检测、修复错误，或卸载有问题的应用程序。
153,function,P1,商米P1如何进入安全模式,"在开机显示开机动画时，按住""音量减""键直到进入系统桌面，此时桌面左下方显示「安全模式」即表示成功。"
154,function,P1,商米P1如何退出安全模式,重新启动即可退出。
155,function,P1,商米P1是否支持外接其他设备,P1的MicroUSB接口支持OTG 连接外部的USB设备，例如U盘和小键盘等；同时也支持通过蓝牙连接蓝牙打印机、蓝牙电子秤和扫码枪使用。
156,function,P1,商米P1使用哪种规格的热敏纸规格,P1使用57mm*40mm的热敏纸。
157,function,P1,商米P1其他设备是否可以把P1当蓝牙打印机来使用,不可以。P1的蓝牙打印是通过商米的底层封装虚拟的连接完成的，只支持设备自己使用。
158,function,P1,商米P1如何在APP中通过蓝牙连接商米P1的打印机,"1.在桌面上找到""设置""->""蓝牙""->开启蓝牙开关。
2.回到桌面，打开您需要使用APP，找到打印设置，点击连接或添加打印机，选择“innerPrinter”连接成功后，再打印即可。"
159,function,P1,商米P1调整打印清晰度,您可以点击设置->打印设置，将“打印浓度”数值调高。
160,function,P1,商米P1设备是否支持打印热敏标签不干胶标签,不支持打印不干胶标签。时间长的话墨淡了就看不清了；而且打印刚好到间隙时会报打印机缺纸，打印途中如果遇到间隙排版会乱掉，还有打印的标签清晰度不能完全保证。建议购买专用的标签打印机外接使用，可选择支持安卓系统，支持通过蓝牙连接的型号。
161,function,P1,商米P1硬件管家可以检查哪些项目,"硬件管家支持检测以下项目：
1、硬件管家->系统信息：可查看设备的详细信息及参数；
2、硬件管家->网络状况：可查看/测试本机网络情况、测试信号强度和网络稳定性；
3、硬件管家->存储设置：可查看设备的存储情况明细；
4、硬件管家->立即体检：可诊断设备的GPS/WIFI/摄像头/喇叭/蓝牙/麦克风的状态；
5、硬件管家->立即体检->辅助检测->打印机：可测试设备的打印及打印头老化测试；
6、硬件管家->立即体检->辅助检测->扫描头：检测设备的扫描头状况；
7、硬件管家->立即体检->辅助检测->显示屏：可设置屏幕亮度并测试显示屏颜色是否正确；
8、硬件管家->立即体检->辅助检测->触屏：可测试设备触屏灵敏度是否无误。"
162,malfunction,P1,商米P1开不了机如设备电量过低如何处理,"1.若电池电量完全耗尽，请连接标配的电源适配器，充电30分钟以后查看屏幕是否正常显示充电状态。
2. 换可以正常使用的电池到设备上，电池交叉更换后充电；两台设备都能开机的话就是电池过放，如果正常设备不能开机那么就是电池有问题；"
163,malfunction,P1,商米P1电池充电不通电,"请尝试以下方法：
1.连接标配的电源适配器，若电池电量完全耗尽，至少充电30分钟以后查看是否恢复正常。
2.如果在同时运行多个应用和上网的同时为电池充电，机器可能会发热。这是正常现象。在温度过高时电池可能会因避免过热而停止充电。关机闲置5分钟后查看是否恢复正常。
3. 重新插拔充电器，或者有条件可更换电源适配器交叉测试。"
164,malfunction,P1,商米P1充电就发烫然后自动关机怎么处理,"请尝试以下方法：
如果在充电的同时，系统后台还有多个应用在运行会加剧温度上升，请停止充电，先关机，稍等5分钟后开机，再充电试试。"
165,malfunction,P1,商米P1死机怎么办,P1死机无法操作时可以持续按住电源键11秒，机具将自动重启。
166,malfunction,P1,商米P1APP使用时没有声音提示,"1. 测试其他APP是否有声音提示，如果只是某个APP没有提示音，其他APP可正常使用，请尝试卸载该APP重新安装。
2. 连续按下多次机具侧面的音量加键调高音量，并将音量模式选择为“全部”。如果音量仍然没有提高尝试重启机具观察是否恢复正常。
3. 不要屏蔽App通知：点击设置->提示音和通知->通知->应用通知->相应APP->屏蔽，看看是不是开启了屏蔽功能，如果开启，关闭即可。"
167,malfunction,P1,商米P1无法识别SIM卡如何处理,"请尝试以下方法：
1. 设备支持中国联通3G和中国移动2G网络的SIM卡，使用标准大小的 SIM 卡(未经裁剪普通的卡型)。
2.参考右图，将SIM 卡截角处朝上放入SIM卡槽，最终SIM 卡截角外露在卡槽外。
3.在关机状态下，插入相应的SIM卡，再开机。"
168,malfunction,P1,商米P1插入流量卡无法联网怎么处理,"1. 请确认使用兼容的SIM卡(P1支持中国联通3G以及中国移动2G)，并确认SIM卡能被正常识别（有网络信号），没有存在欠费的问题。
2. 在开机状态，从屏幕顶部下滑，在快捷开关中点选(运营商名称)将""移动数据网络""开关开启。
3. 如果不能识别SIM卡，请关机，检查SIM放置的方向正确，可以重新插拔一下SIM卡，或者更换其他SIM卡试试。
4.  如果能识别SIM卡，有信号接收但是不能联网，请开机后进入 设置-更多-移动网络-接入点名称(APN)，如果此处未识别到存取点，将无法正常连接网络。
请点击右上角(+)号根据流量卡提供商提供的数据设置分别输入APN名称、接入点名称、MCC、MNC等选项，保存后返回桌面，再试试。（一般联通卡的接入点名称是3gnet，移动卡的接入点名称是cmnet；其他定制卡可根据服务商要求填写）"
169,malfunction,P1,商米P1连接WLAN时提示网络连接失败WiFi上网慢上网不稳定上网断,"1. 尝试切换其他无线网络或移动网络测试，检查是否网络异常。
2. 点击 设置-硬件管家-测试网络的信号强度及网络稳定性。
3. 如果连接其他网络可以连接但是不能上网，可以尝试以下步骤：
 1) 重新启动机具，再试试是否恢复正常。
 2) 点击在设置->备份和重置，选择“重置网络设置”再测试。"
170,malfunction,P1,商米P1APP使用时显示网络连接失败,"点击 硬件管家->测试网络的信号强度及网络稳定性。
如果其他应用能够联网，那么属于该应用的问题，可以尝试联系该应用的软件商反馈；
如果硬件管家的测试网络存在连接不稳定或信号弱，重新启动机具试试是否恢复正常。如果问题仍然存在，请检查路由器或者联系当地运营商核实网络状况。"
171,malfunction,P1,商米P1业务APP不能打印怎么办,"请尝试以下方法：
打开硬件管家->立即体检->辅助检测->打印机->测试打印效果，看下是否能打印。
1.如果硬件管家测试打印功能正常，代表打印机没故障，应该属于应用的打印设置未设置好打印机，或者应用不支持打印。
 如果业务APP通过蓝牙调用打印机，可参考以下步骤设置：
 1)在桌面上找到""设置""->""蓝牙""->开启蓝牙开关。
 2)回到桌面，打开需要打印票据的业务APP，找到打印设置，点击连接或添加打印机，选择“innerPrinter”，并确认该设备已连接“innerPrinter”，完成。
2.如果仍然未能打印，可尝试在设置->应用程序管理->选择该应用""清除数据”，重新启动再试。"
172,malfunction,P1,商米P1打印内容空白怎么处理,请检查纸卷方向是否放反，热敏打印纸区分正反面的，若装反了会没有字显示的。
173,malfunction,P1,商米P1打印不走纸或打印很慢怎么处理,"请尝试以下方法：
1.检查打印舱盖是否完全关闭；
2.检查打印纸卷是否松散或纸卷太大，将打印纸正确放入纸仓，并拉出部分纸至切刀外，盖好纸仓盖，再试；
3.检查打印压纸滚轴是否有损坏；小心取出再压紧。
4长按电源键选择关机，然后再长按电源键开机。
5.如以上方法无法解决问题，请联系售后维修处理。"
174,malfunction,P1,商米P1打印变淡打印模糊打印字体整体不清晰,"请尝试以下方法：
首先打印测试页查看打印出来的内容是否清楚： 点击 硬件管家->立即体检->辅助检测->打印机->测试。
 结果分两种情况：
 打印出来是左右均匀，内容不清晰：
 1)升级系统到最新的版本。
 2)打印出来的字迹模糊，可能是热敏头污损了，用棉签沾酒精擦拭一下，看能不能改善。
 3)进入 设置 -> 打印设置 -> 打印浓度 将数值调高一点可以改善打印清晰度。
 4)检查打印纸是否受热受潮，更换一卷新的品质好的小票纸，看是否解决问题。
 打印左右不均匀，一边清晰，一边模糊：
 1)掀开打印盖板，检查打印压纸滚轴是否有杂物覆盖或者有损坏。小心取出清理后再压紧。如果仍然压不紧，需要购买滚轴零配件更换。
 2)打印出来的字迹模糊，可能是打印加热片有污渍杂质覆盖，用挤干的酒精棉轻轻清除加热片表面覆盖污渍，再观察是否有改善。
 3)尝试按压数次打印陶瓷片的位置(背面有三个弹簧），再打印试试。
 4) 如果问题仍然存在，请联系售后维修处理。"
175,malfunction,P1,商米P1开机发出滴滴滴报警音显示POS机受到攻击请联系经销商怎么解除,"金融设备P1在使用场景上主要是满足金融交易的可靠性，保证资金信息在传输过程中的安全性，所以要比非金融类设备增加了防拆机制和各种自毁机制，在防拆、防刺探、防测露、防攻击方面要优于非金融设备。
当安全芯片检测到有非正常操作、拆机、摔打受损等情况会发出报警音或者屏幕右上角指示灯常亮红色或者黄色，P1发生金融攻击安全报警，则必须关机联系经销商，返回售后解除。"
176,malfunction,P1,商米P1使用收银类APP的时候选扫码支付出现卡死状态如何处理,"可能原因：机器在第一次打开应用使用扫码功能的时候会提示是否开通摄像头使用权限，点击拒绝后将不再提示，后续使用将应用出现卡死的问题。
解决方法：打开 设置->安全->应用权限->应用->找到该应用点开->使用摄像头->总是允许。"
177,malfunction,P1,商米P1NFC刷卡无反应,先观察NFC天线连接是否有明显断开，明显断开的需要售后更换；无明细断开的需要寄回售后查看问题；
178,malfunction,P1,商米P14G切换渠道后新的自定义桌面不生效的问题,P1-4G升级到1.2.5版本后就可以解决此问题，其他设备涉及到此问题的打开设置-应用-显示系统进程-SunmiBaseService，确认下版本是不是高于2.2.3；
179,malfunction,P1,商米P1屏幕右上角的LED灯在哪些场景会起作用,"P1的LED灯是根据银联标准而设立的安全指示灯，平时是用于IC卡和NFC刷卡过程中提示交易步骤（遵循QCUP 009.1-2015 销售点终端（POS）应用规范）。
如果P1的安全机制被触发，那么指示灯常亮和闪烁就代表了不同的被触发位置，方便维修判断。除此之外该指示灯不可作为其他用途。"
180,malfunction,P1,商米P1LED指示灯状态说明,"未就绪：所有指示灯熄灭
空闲状态：蓝灯每间隔5秒闪烁一次，每次亮灯时长大约200 毫秒，其它灯不亮。
激活卡片：蓝灯常亮
交易处理：
（1）读卡器只处理支付应用时，蓝灯仍然保持常亮，黄色灯亮起
（2）读卡器完成卡片支付数据读取并正在处理非支付应用数据时黄色指示灯亮
移出卡片：蓝灯、黄灯仍然保持常亮，并且持蜂鸣音常响.
交易成功:维持移出卡片时的状态，并显示交易成功。绿灯亮起，三色灯同时亮至少750 毫秒后，全部熄灭。（对于联机交易，绿色指示灯闪烁，直至发卡方认证结束）。
交易失败：红灯常亮，并显示相应的错误信息，包括：多卡冲突、转接触式或磁条方式交易、卡片未移出等.并蜂鸣器短响且会持续."
181,malfunction,P1,商米P1支持哪类IC卡片支持哪类非接卡,商米P1的IC读卡器符合ISO7816、PBOC3.0和EMV 2000标准，支持此标准的IC卡；非接触卡读卡器支持运行在 13.56Mhz频段、符合ISO/ICE 14443 TypeA/B标准的NFC卡和Mifare卡。
182,introduction,M1,商米M1外观介绍,"1. 电源键:
短按：点亮屏幕，锁定屏幕。
长按：关机状态下，长按2-3秒开机；
      使用状态下，长按2-3秒，可选择关机或重启。
      死机状态下，长按13秒，自动重启。
2. 音量键:
调节音量大小（可设置为快速扫码键，需要应用支持）。
3. 返回键:
点击返回之前屏幕。
4. 主屏幕键:
点击可快速回到主屏幕。
5. 菜单键:
点击可快速查看后台运行的程序；
选择应用程序并侧滑，即可关闭此应用。
6. 耳机孔:
可外接音响/接入个人刷卡POS（需应用支持）。
MICRO USB调试接口
仅适用于开发者调试，此接口不支持充电
7. SIM卡插槽:
注意：本插槽使用标准SIM卡，需用Nano-SIM、
Micro-SIM卡请使用转换卡座；插入或取出sim卡时，
请先关机，若开机状态下插拔可能造成机器故障。
・ 平移打开SIM卡盖；
・ 按图示方向，插入/取出SIM卡；
・ 按平移方向盖紧卡盖。
（SIM卡支持联通版3G及联通版/移动版2G网络）
8. 摄像头:
只能用于近距离（6cm-20cm）扫码。
9. 充电触点:
用于与底座接触进行充电。
（避免与水、金属物体、其他带电设备接触）

"
183,introduction,M1,商米M1充电及电池说明,"建议您在打开并开始使用商米机器前，先为电池充电。设备只支持充电底座充电，不支持USB线充电。
・ 将底座适配器插入市电插座； 
・ 将机器按图示方向放入充电底座；
・ 正在充电，屏幕会有相应图标显示 ；
・ 若无出现充电图标，请检查机器放入充电底座方向是否正确。
・ 电池从零至充满需要3小时"
184,introduction,M1,商米M1电池说明注意事项,"・ 设备选配的是3.7V/3000mAh的不可拆卸内置式锂电池，请勿自行拆卸。
・ 为保护电池的使用寿命，建议随时充电，不要等到电池耗光后再充电。
・ 如果在同时运行应用和上网的同时为电池充电，商米机器可能会发热。这是正常现象。
・ 为安全起见，电池可能会因避免过热而停止充电。
・ 请避免在炎热环境中为电池充电。"
185,introduction,M1,商米M1安装SIM卡说明,"设备支持中国联通3G和中国移动2G网络的SIM卡，使用标准大小的 SIM 卡(未经裁剪普通的卡型)。
由于设备不支持热插拔，请在关机状态下，插入相应的SIM卡，再开机。
操作步骤如下：
1.按住电源键2秒，点击关机。
2.用大拇指或食指打开设备左侧的SIM卡插槽盖。
3.将SIM 卡截角处朝上放入SIM卡槽，最终SIM 卡截角外露在卡槽外。
4.关闭插槽盖。"
186,introduction,M1,商米M1开机设置说明,"初次开启商米设备，激活设备只需简单几步：
・长按电源键2-3秒，屏幕点亮，进入首次开机界面，点击【开始设置】按提示操作即可。本机可选择2种上网模式。
连接WLAN
・点击要连接的WLAN，若选择一个加密的网络，则需要输入访问密码方可连接。
通过SIM卡连网
・若要通过SIM卡联网，可在连接WLAN页面，点击【我想通过SIM卡连网】。
注册商米账号/用已有账号登录
・点击【注册新账号】/【用已有账号登录】可注册或登录商米账号，通过商米账号，您可以使用“用户反馈”在线反馈并获得帮助、定位辅助找回丢失设备等服务。如果暂不需要，可以点击【跳过】，完成激活设备。"
187,function,M1,商米M1如何下载／使用应用,相关应用可在联网模式下，打开应用市场，浏览并下载应用即可完成安装。
188,function,M1,商米M1充电底座维护,"1. 保持充电顶针、充电触片表面光滑，不积油、积水。
2. 如有污渍油污，请用棉签沾酒精擦拭。"
189,function,M1,商米M1电池维护,电池维护：为保护电池的使用寿命，建议随时充电，不要等到电池耗光后再充电。当设备低电量并想长时间存放不用时，请先充满电，避免电量耗光损坏电池。
190,function,M1,商米M1设备支持哪些运营商的SIM卡,M1支持联通的3G/2G和移动2G网络，建议使用联通SIM卡。
191,function,M1,商米M1如何连接移动网络,"1.确认机具已放入SIM卡(支持联通3G/2G和移动2G）
2.从屏幕顶部下滑，在快捷开关中点选(运营商名称)将“移动数据网络”开关开启。"
192,function,M1,商米M1如何查看流量使用情况,请您进入设置 -> 流量使用情况，可分别查看移动网络 或 WLAN的流量使用情况。
193,function,M1,商米M1是否支持拨打电话和发送接收短信,M1 属于WCDMA无线数据终端，由于工信部限制的原因，插入SIM卡主要用作移动网络连接使用，不支持电话和短信功能。
194,function,M1,商米M1商米设备是否和其他安卓手机一样能支持WiFi热点分享吗,不支持，有些合作伙伴自己来承担商户的流量资费，为了防止用户滥用流量，商米在SUNMIUI中剪裁掉了Android原有的热点功能。
195,function,M1,商米M1如何使用设备截屏,同时按下电源键和音量下按键 2秒，截取的图片可以在“图库”>“屏幕截图”中查看。（注：如果设置了音量键自定义功能键将无法使用快捷键截图，可以到设置中关闭该功能）
196,function,M1,商米M1如何设置快速打开应用的快捷键,M1加入了音量键自定义功能，您可以在“设置->音量键自定义”中设置单按上、下音量键快捷开启指定应用的功能，注意：开启此功能会影响音量键调节音量功能不可用。
197,function,M1,商米M1屏幕顶部出现的禁止图标经是什么,"屏幕顶部状态栏的禁止图标是开启了勿扰模式，机器将会静音。您可以按下音量加按键，将声音模式改为""全部""。"
198,function,M1,商米M1屏幕顶部出现的星号图标是什么,"屏幕顶部状态栏的禁止图标是开启了勿扰模式的优先打扰，允许特定联系人来电或短信通知，其他应用通知将会静音。您可以按下音量加按键，将声音模式改为""全部""。"
199,function,M1,商米M1设备上的用户反馈有什么作用,商米为了更好更及时的收集客户反馈及解决客户疑问、同时不断吸取建议优化商米设备，故商米在旗下设备上专门设立“用户反馈”功能，凡商米用户，只需注册商米账号，即可随时将设备的使用疑问、体会、建议、心得等填写上传，我们会每日查看用户所提交的内容并做相应回答。
200,function,M1,商米M1设备上的耗材商城有什么用,商米设备用户可在设备“耗材商城”内购买商米相应耗材，如打印纸等，后续商米商城内的产品会越来越丰富，敬请期待。
201,function,M1,商米M1应用市场中找不到要下载的APP如何安装第三方APP,"首先，请查看机具是哪个渠道商出货的机具，步骤：点击 应用市场，选择“我的”，在页面下方的“服务商”所属名称。
如果标记名称是“SUNMI”代表是属于商米直接销售或代理商出货的机具，使用者可以从商米应用市场下载公共池内现有的应用。至于应用市场没有的应用，也支持自行安装：通过浏览器在网页搜索下载安装APK；或者在电脑使用豌豆荚或360手机助手下载APK。
如果“服务商”显示渠道商名称，则代表您的机具属于渠道定制机；渠道商为了保证其生态权利（提供独有的解决方案、专利或福利），我们将应用市场的控制权交给他们，他们可以调整该渠道出货机具的应用市场有哪些应用程序。销售人员一般都会讲清其销售设备的业务能力范围，而使用者购买前也建议向销售防确认是否能够满足自己的业务管理需求哦。
如果渠道应用市场缺少您需要使用的应用，您可以向渠道商反馈，争取应用程序的上架。"
202,function,M1,商米M1安装从网页下载或者蓝牙接收到本地的应用APK显示应用未安装或禁止未经授权的APP安装如何处理,如果您使用的是渠道定制机，而渠道合作伙伴在后台设置不允许安装第三分应用，则用户只能从商米应用市场下载安装应用，无法通过其他方式安装应用。
203,function,M1,商米M1如何查看机具是哪个渠道商出货的机具,您可点击 应用市场，选择“我的”，在页面下方的“服务商”所属名称。
204,function,M1,商米M1如何停用不必要的应用,M1不支持停用应用，对于自行安装的APP，您可以尝试使用以下步骤卸载：在设备桌面长按APP图标拖拽到屏幕上方，出现删除图标放开卸载APP。
205,function,M1,商米M1为什么有部分应用无法卸载,如果您使用的是渠道定制机，而渠道合作伙伴在其专属应用市场将部分应用设置为默认启动，则用户无法在旗下机具上删除这部分应用。
206,function,M1,商米M1机器内置什么输入法安装了第三方输入法怎么切换,M1内置谷歌输入法，如果您安装了第三方输入法，请在随意一个允许输入的界面，按右下角的小键盘图标->选择键盘->将您需要使用的输入法启用，然后点击小键盘图标切换方可使用。
207,function,M1,商米M1系统更新会自动下载吗会不会影响到日常工作,为了不影响商户日常工作，系统更新不会自动下载更新和安装。您可以在设备首页的“系统更新”中升级更新设备系统。
208,function,M1,商米M1怎么擦你能禁止系统及应用在3G状态下自动更新,"1.关闭系统自动更新：默认在3G状态下不会自动进行系统更新。
2.关闭自动下载应用：打开应用市场->我的->开启“省流量模式”。"
209,function,M1,商米M1如何恢复出厂设置,点击 设置->其他设置->备份和重置->恢复出厂设置。（注意：恢复出厂设置将会清除机器所有数据，请谨慎操作）
210,function,M1,商米M1可以提供系统刷机包吗,为了系统安全考虑，商米不提供系统刷机包。但是我们会持续给现有机具通过OTA方式推送系统更新。
211,function,M1,商米M1可以提供系统刷机包吗商米设备既然是安卓操作系统那么是否可以获取ROOT权限,为了设备的安全性和系统稳定性考虑，商米限制不能获取到设备的root权限。
212,function,M1,商米M1设备设置了PIN码锁屏但是忘记锁屏密码怎么处理,如您忘记密码需要重新刷机，请联系售后处理。
213,function,M1,商米M1系统安全模式是什么,安全模式是安卓系统的一个特殊模式，它的原理与Windows 的安全模式相似。如果安卓系统出现类似软件，例如应用程序引发的死机、重启或电池很快耗尽，此时可进入安全模式来检查问题是否为应用程序所造成。在安全模式中，系统不会加载非预装应用程序，仅会就自身的系统来进行正常启动。这样用户便能进行系统检测、修复错误，或卸载有问题的应用程序。
214,function,M1,商米M1如何进入安全模式,"在开机显示开机动画时，按住""音量减""键直到进入系统桌面，此时桌面左下方显示「安全模式」即表示成功。"
215,function,M1,商米M1如何退出安全模式,重新启动即可退出。
